Item Label;Description;alias;instance of;P1:string;P69:string;P44:wikibase-item;P33:quantity;P64:wikibase-item;P27:wikibase-item;P32:time;P49:wikibase-item;P50:wikibase-item;P52:wikibase-item;P56:wikibase-item;P55:wikibase-item;P59:wikibase-item;P57:wikibase-item;P65:wikibase-item;P58:wikibase-item;P60:wikibase-item;P54:wikibase-item;P53:wikibase-item;P51:string;P61:wikibase-itemPQ62-Cousin;P61:wikibase-itemPQ62-Grandchild;P61:wikibase-itemPQ62-Nephew;P61:wikibase-itemPQ62-Uncle;P61:wikibase-itemPQ62-Grandfather;P61:wikibase-itemPQ62-Grandmother;P61:wikibase-itemPQ62-Sibling-in-law;P61:wikibase-itemPQ62-Father-in-law;P61:wikibase-itemPQ62-Son-in-law;P66:string;P67:string;P28:wikibase-item;P6:wikibase-item;P5:wikibase-item;P43:wikibase-item;P19:wikibase-item;P18:wikibase-item;P17:wikibase-item;P12:wikibase-itemPQ13-Witness;P12:wikibase-itemPQ13-Notary;P12:wikibase-itemPQ13-Judge;P12:wikibase-itemPQ13-PartyA;P12:wikibase-itemPQ13-PartyB;P15:wikibase-item;P37:wikibase-item;P35:wikibase-item;P46:wikibase-item
AMSPO-D67;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1620;Within_1341-11-11;Sale;AMSPO-D67payment;AMSPO-D67_Properties;D67P410;D67P103|D67P154;D67PB3|D67P198|D67P250|D67P568;;;;;;;;
AMSPO-D68;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1624;Within_1342-04-19;Sale;AMSPO-D68payment;AMSPO-D68_Properties;D68P276;D68P154|D68P103;D68PB2|D68P576|D68P442;;;;;;;;
AMSPO-D69;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1587;Within_1342-06-08;Sale;AMSPO-D69payment;AMSPO-D69_Properties;D69P83;D69P154|D69P103;D69P702|D69P273|D69P511;;;;;;;;
AMSPO-D70;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1622;Within_1342-12-27;Sale;AMSPO-D70payment;AMSPO-D70_Properties;D70P307|D70P621;D70P154|D70P103;D70P690|D70P586|D70PB1|D70P349;;;;;;;;
AMSPO-D71;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1625;Within_1342-12-21;Sale;AMSPO-D71payment;AMSPO-D71_Properties;D71P527;D71P154|D71P103;D71P350|D71PB2|D71P689|D71P530;;;;;;;;
AMSPO-D72;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1629;Within_1343-02-27;Sale;AMSPO-D72payment;AMSPO-D72_Properties;D72P729|D72P257;D72P103|D72P154;D72P608|D72P203|D72PB1|D72P26;;;;;;;;
AMSPO-D73;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1635;Within_1343-05-21;Sale;AMSPO-D73payment;AMSPO-D73_Properties;D73P224|D73P563;D73P154|D73P103;D73P531|D73P263|D73P374|D73P159;;;;;;;;
AMSPO-D74_1;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1632;Within_1343-09-20;Sale;AMSPO-D74_1payment;AMSPO-D74_1Properties;D74PB1;D74P154|D74G2|D74P103;D74P17|D74P451|D74P730|D74P690|D74P531;;;;;;;;
AMSPO-D74_2;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1632;Within_1343-09-20;Sale;AMSPO-D74_2payment;AMSPO-D74_2Properties;D74PB1;D74P154|D74P103;D74P17|D74P451|D74P730|D74P690|D74P531;;;;;;;;
AMSPO-D75;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1630;Within_1343-09-30;Sale;AMSPO-D75payment;AMSPO-D75_Properties;D75P563;D75P154|D75P103;D75P544|D75P531|D75P202|D75P254|D75P728;;;;;;;;
AMSPO-D76;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1636;Within_1343-11-25;Sale;AMSPO-D76payment;AMSPO-D76_Properties;D76P224;D76P154|D76P103;D76P162|D76P420|D76P81;;;;;;;;
AMSPO-D77;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1627;Within_1343-12-14;Sale;AMSPO-D77payment;AMSPO-D77_Properties;D77P224;D77P154|D77P103;D77PB2|D77P609|D77P592|D77P522|D77P243;;;;;;;;
AMSPO-D78;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1638;Within_1344-03-26;Sale;AMSPO-D78payment;AMSPO-D78_Properties;D78P428|D78P224|D78P62;D78P103|D78P154;D78P50|D78P690|D78P242;;;;;;;;
AMSPO-D79;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO355;Within_1344-04-24;Sale;AMSPO-D79payment;AMSPO-D79_Properties;D79P729;D79P103|D79P154;D79P89|D79P698|D79P492|D79P476;;;;;;;;
AMSPO-D80;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1809;Within_1344-08-01;Sale;AMSPO-D80payment;AMSPO-D80_Properties;D80P512;D80P154|D80P103;D80P479|D80P516|D80P186|D80P38;;;;;;;;
AMSPO-D81;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1640;Within_1344-08-03;Sale;AMSPO-D81payment;AMSPO-D81_Properties;D81P525;D81P154;D81P633|D81P163|D81P688|D81P187;;;;;;;;
AMSPO-D82;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1639;Within_1344-11-05;Sale;AMSPO-D82payment;AMSPO-D82_Properties;D82P319;D82P103|D82P154;D82P728|D82P79|D82P425;;;;;;;;
AMSPO-D83;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1642;Within_1345-04-09;Sale;AMSPO-D83payment;AMSPO-D83_Properties;D83P428|D83P62;D83P154|D83P103;D83P728|D83P614|D83P272;;;;;;;;
AMSPO-D84;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1540;Within_1345-12-04;Sale;AMSPO-D84payment;AMSPO-D84_Properties;D84P90|D84P113|D84P105|D84P58;D84P154;D84P19|D84P380|D84P517|D84P377|D84P436;;;;;;;;
AMSPO-D85;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1644;Within_1346-09-08;Sale;AMSPO-D85payment_2|AMSPO-D85payment_1;AMSPO-D85_Properties;D85P96;D85G1|D85P154;D85P437|D85P433|D85P688|D85P628|D85P725;;;;;;;;
AMSPO-D86;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1650;Within_1347-01-24;Sale;AMSPO-D86payment;AMSPO-D86_Properties;D86P522;D86G1|D86P154;D86P55|D86P636|D86P590|D86P555;;;;;;;;
AMSPO-D87;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1649;Within_1347-04-15;Sale;AMSPO-D87payment;AMSPO-D87_Properties;D87P81|D87P64;D87P154|D87P638;D87P692|D87P710|D87P426|D87P339;;;;;;;;
AMSPO-D88;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1646;Within_1347-04-26;Sale;AMSPO-D88payment;AMSPO-D88_Properties;D88P693|D88P143;D88G1|D88P154;D88P11|D88P539|D88P342|D88P665;;;;;;;;
AMSPO-D89;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1647;Within_1347-07-22;Sale;AMSPO-D89payment;AMSPO-D89_Properties;D89P693|D89P143;D89P154|D89P638;D89P199|D89P370|D89P484;;;;;;;;
AMSPO-D90;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1654;Within_1348-02-17;Sale;AMSPO-D90payment;AMSPO-D90_Properties;D90P224;D90P154;D90P33|D90P690|D90P643|D90P10|D90P73;;;;;;;;
AMSPO-D91;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1653;Within_1348-03-30;Sale;AMSPO-D91payment;AMSPO-D91_Properties;D91P98|D91P647;D91P154;D91P722|D91P573|D91P169|D91P73|D91P690;;;;;;;;
AMSPO-D92;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1652;Within_1348-04-17;Sale;AMSPO-D92payment;AMSPO-D92_Properties;D92P522;D92P154;D92PB2|D92P60|D92P73|D92P690|D92P477;;;;;;;;
AMSPO-D94;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1648;Within_1349-03-01;Sale;AMSPO-D94payment;AMSPO-D94_Properties;D94P582|D94P178;D94P154;D94P644|D94PB3|D94P546|D94P51;;;;;;;;
AMSPO-D95;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1656;Within_1349-10-04;Sale;AMSPO-D95payment;AMSPO-D95_Properties;D95P456;D95P154;D95P554|D95P300|D95P690|D95P453;;;;;;;;
AMSPO-D96;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1657;Within_1349-11-28;Sale;AMSPO-D96payment;AMSPO-D96_Properties;D96P726|D96P104;D96P154;D96P708|D96P459|D96P61;;;;;;;;
AMSPO-D97;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1660;Within_1351-05-18;Sale;AMSPO-D97payment;AMSPO-D97_Properties;D97P100;D97P154;D97P184|D97P151;;;;;;;;
AMSPO-D98;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1664;Within_1353-06-09;Sale;AMSPO-D98payment;AMSPO-D98_Properties;D98P679;D98P154;D98P481|D98P52|D98P274|D98P360;;;;;;;;
AMSPO-D99;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1673;Within_1354-12-09;Sale;AMSPO-D99payment;AMSPO-D99_Properties;D99P583;D99P154;D99P440|D99P193|D99P606|D99P309;;;;;;;;
AMSPO-D9_1;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1560;Within_1327-10-16;Sale;AMSPO-D9payment;AMSPO-D9_1_Properties;D9P696|D9P659;D9P103|D9P154;D9P345|D9P172|D9P287|D9P454|D9P44|D9P520;;;;;;;;
Adán Ferrándiz;Adán Ferrándiz (P152 in AMSPO FSV);AMSPO-P152;Q16;AMSPO-P152;;;;;;;D53-Adán;D53-Ferrándiz;D53-Escrivano;;;;D53P514;;;;;;;;;;;;;;;;;;D53;;;;;;;;;;;;;;;
Adán Ferrándiz de Cuyences;Adán Ferrándiz de Cuyences (P153 in AMSPO FSV);AMSPO-P153;Q16;AMSPO-P153;;;;;;;D55-Adán;D55-Ferrándiz de Cuyences;;;;;;;;;;;;;;;;;;;;;;;D55;;;;;;;;;;;;;;;
Adán Pérez de Branes;Adán Pérez de Branes (P460 in AMSPO FSV);AMSPO-P460;Q16;AMSPO-P460;;;;;;;D26-Adán;D26-Pérez de Branes;;;;D26P490;;;;;;;;;;;;;;;;;;;D26;;;;;;;;;;;;;;;
Adán Suáriz;Adán Suáriz (P677 in AMSPO FSV);AMSPO-P677;Q16;AMSPO-P677;;;;;;;D10-Adán;D10-Suáriz;;;;;;;;;;;;;;;;;;;;;;;D10;;;;;;;;;;;;;;;
Aldonza Ferrándiz;Aldonza Ferrándiz (P168 in AMSPO FSV);AMSPO-P168;Q16;AMSPO-P168;;;;;;;D53-Aldonça|D118-Aldonza;D53-Ferrándiz|D118-Fernández;;D53P409;;D53P714;;;;D118P180;;;;;;;;;;;;;;;D118|D53;;;;;;;;;;;;;;;
Aldonzça Peláiz de Borondes;Aldonzça Peláiz de Borondes (D14PB1 in AMSPO FSV);AMSPO-D14PB1;Q16;AMSPO-D14PB1;;;;;;;D14-Aldonzça;D14-Peláiz de Borondes;;;;D14P658;;;;;;;;;;;;;;;;;;;D14;;;;;;;;;;;;;;;
Aldonça Alfonso;Aldonça Alfonso (P3 in AMSPO FSV);AMSPO-P3;Q16;AMSPO-P3;;;;;;;D35-Aldonça;D35-Alfonso;;;;;D35P486;;D35P281;D35P30;;;;;;;;D35P625;D35P92;;;;;;D35;;;;;;;;;;;;;;;
Aldonça Morina;Aldonça Morina (P423 in AMSPO FSV);AMSPO-P423;Q16;AMSPO-P423;;;;;;;D101-Aldonça|D66-Aldonça|D99-Aldonça|D110-Aldonça|D117-Aldonça;D117-Morina|D66-Morina|D101-Morina|D110-Morina|D99-Morina;;;;D99P583|D66P248|D117P583|D110P583;;;;;;;;;;;;;;;;;;;D101|D110|D117|D66|D99;;;;;;;;;;;;;;D110Death_1;
Aldonça Rodríguez;Aldonça Rodríguez (P612 in AMSPO FSV);AMSPO-P612;Q16;AMSPO-P612;;;;;;;D128-Aldonça;D128-Rodríguez;;;;D128P330;D128P286;;;;;;;;;;;;;;;;;;D128;;;;;;;;;;;;;;;
Aldonça Suaríz;Aldonça Suaríz (D55PB1 in AMSPO FSV);AMSPO-D55PB1;Q16;AMSPO-D55PB1;;;;;;;D55-Aldonça;D55-Suaríz;;D55P704;;;;;;D55P729;;;;;;;;;;;;;;;D55;;;;;;;;;;;;;;;
Aldonça Suárez;Aldonça Suárez (P678 in AMSPO FSV);AMSPO-P678;Q16;AMSPO-P678;;;;;;;D24-Aldonça|D3-Aldonça|D4-Aldonça|D13-Aldonça|D5-Aldonça;D3-Suáriz|D5-Suáriz|D13-Suáriz|D24-Suárez|D4-Suáriz;;;D13-Santa_Cruz;D5P154|D13P154|D24P154|D3P154|D4P154;D13P600|D24P600|D3P600;;D24P739|D13P739|D3P739;D3P723|D4P723;;;;;;;;;;;;;;;D13|D24|D3|D4|D5;;;;;;;;;;;;;;;
Aldonça Suáriz;Aldonça Suáriz (P681 in AMSPO FSV);AMSPO-P681;Q16;AMSPO-P681;;;;;;;D23-Aldonça|D56-Aldonça|D22-Aldonça;D23-Suáriz|D56-Suáriz|D22-Suáriz;;D56P704|D22P704|D23P704;D56-Sama|D22-Sama_de_Grado;;D22P663;;;D56P726|D22P729;;;;;;;;;;;;;;;D22|D23|D56;;;;;;;;;;;;;;;
Aldonça Suáriz de Salma;Aldonça Suáriz de Salma (P680 in AMSPO FSV);AMSPO-P680;Q16;AMSPO-P680;;;;;;;D81-Aldonça;D81-Suáriz de Salma;;;;;;;;;;;;;;;;;;;;;;;D81;;;;;;;;;;;;;;;
Aldonça Suáriz de y de Borondes;Aldonça Suáriz de y de Borondes (P679 in AMSPO FSV);AMSPO-P679;Q16;AMSPO-P679;;;;;;;D101-Aldonça|D108-Aldonça|D120-Aldonça|D127-Aldonça|D98-Aldonça|D94-Aldonça|D100-Aldonça;D100-Suáriz|D101-Suáriz|D120-Suáriz|D127-Suáriz|D98-Suáriz|D108-Suáriz|D94-Suáriz de y de Borondes;;;D98-Borondes;;;;;;;;;;;;;;;;;;;;D100|D101|D108|D120|D127|D94|D98;;;;;;;;;;;;;;;
Alffonso;Alffonso (P1 in AMSPO FSV);AMSPO-P1;Q16;AMSPO-P1;;;;;;;D24-Alfonso|D1-Alffonso|D20-Alffonso|D6-Alffonso|D9-Alffonso|D16-Alfonso;;;;;;;D6-Rey en Castiella, en León, en Toledo, en Galliçia, en Sevilla, en Córdova, en Murçia, en Iahén, en Algarabe|D16-Sennor de Vizcaya e de Molina|D24-Sennor de Vizcaya e de Molina|D1-Rey en Castiella e en León|D24-Rey en Castiella, en León, en Toledo, en Gallizia, en Sevilla, en Córdova, en Murçia, en Iahen, enno Algarabe|D9-Rey en Castiella e León|D16-Rey en Castiella, en León, en Toledo, en Gallizia, en Sevilla, en Córdova, en Murçia, en Iahén, enno Algarabe|D20-Sennor de Vizcaya e de Molina|D20-Rey en Castiella, en León, en Toledo, en Gallizia, en Sevilla, en Córdova, en Murçia, en Iahén, enno Algarabe|D6-Sennor de Vizcaya e de Molina;;;;;;;;;;;;;;;XI;;D1|D16|D20|D24|D6|D9;;;;;;;;;;;;;;;
Alffonso;Alffonso (D6PB1 in AMSPO FSV);AMSPO-D6PB1;Q16;AMSPO-D6PB1;;;;;;;D6-Alffonso;;;;;;;;;;;;;;;;;;;;;;;;D6;;;;;;;;;;;;;;;
Alffonso;Alffonso (D93PB2 in AMSPO FSV);AMSPO-D93PB2;Q16;AMSPO-D93PB2;;;;;;;D93-Alffonso;;;;;;;;;;;;;;;;;;;;;;;;D93;;;;;;;;;;;;;;;
Alffonso Andreo;Alffonso Andreo (P117 in AMSPO FSV);AMSPO-P117;Q16;AMSPO-P117;;;;;;;D36-Alffonso|D38-Alffonso|D65-Alfonso|D37-Alfonso|D35-Alffonso|D78-Alffonso|D66-Alffonso|D67-Alfonso|D43-Alfonso|D58-Alfonso|D39-Alffonso|D62-Alfonso|D57-Alfonso;D66-Andreo|D67-Andreo|D39-Andreo|D43-Andreo|D37-Andreo|D35-Andreo|D62-Andreo|D36-Andreo|D57-Andreo|D65-Andreo|D78-Andreo|D38-Andreo|D58-Andreo;D58-Notario;;;;;D39-Notario póblico del rey en Oviedo|D57-Notario póblico del rey en Oviedo|D67-Notario póblico del rey en Oviedo|D78-Notario póblico del rey en Oviedo|D37-Notario póblico del rey en Oviedo|D66-Notario póblico del rey en Oviedo|D62-Notario póblico del rey en Oviedo|D65-Notario público del rey en Oviedo|D43-Notario póblico del rey en Oviedo|D36-Notario póblico del rey en Oviedo|D35-Notario póblico del rey en Oviedo|D38-Notario póblico del rey en Oviedo;;;;;;;;;;;;;;;;;D35|D36|D37|D38|D39|D43|D57|D58|D62|D65|D66|D67|D78;;;;;;;;;;;;;;;
Alffonso de Olivares;Alffonso de Olivares (P440 in AMSPO FSV);AMSPO-P440;Q16;AMSPO-P440;;;;;;;D99-Alfonso|D120-Alfonso|D94-Alfonso|D127-Alffonso|D107-Alffonso;D127-de Olivares|D120-de Olivares|D94-de Olivares|D99-de Olivares|D107-de Olivares;;D107P411;;;;;;;;;;;;;;;;;;;;;D107|D120|D127|D94|D99;;;;;;;;;;;;;;;
Alffonso Fernándiz;Alffonso Fernándiz (P160 in AMSPO FSV);AMSPO-P160;Q16;AMSPO-P160;;;;;;;D22-Alffonso;D22-Fernándiz;D22-Çapatero;;;;;;;;;;;;;;;;;;;;;;D22;;;;;;;;;;;;;;;
Alffonso Fernándiz;Alffonso Fernándiz (P156 in AMSPO FSV);AMSPO-P156;Q16;AMSPO-P156;;;;;;;D22-Alffonso;D22-Fernándiz;;;;;D22P432;;;;;;;;;;;;;;;;;;D22;;;;;;;;;;;;;;;
Alffonso Fernándiz de Váscones;Alffonso Fernándiz de Váscones (P165 in AMSPO FSV);AMSPO-P165;Q16;AMSPO-P165;;;;;;;D75-Alfonso|D23-Alffonso|D33-Alfonso|D31-Alfonso;D31-Ferrándiz de Váscones|D23-Fernándiz de Váscones|D33-Fernándiz de Váscones|D75-Fernández de Vascones;;;;;;;;;;;;;;;;;;;;;;;D23|D31|D33|D75;;;;;;;;;;;;;;;
Alffonso Ferrándiz;Alffonso Ferrándiz (P157 in AMSPO FSV);AMSPO-P157;Q16;AMSPO-P157;;;;;;;D102-Alffonso|D93-Alffonso|D64-Alffonso;D93-Ferrándiz|D102-Ferrándiz|D64-Ferrándiz;;;D93-Fuejo;;D93P268|D102P268|D64PB1;;D93P142|D102P142;;;;;;;;;;;;;;;;D102|D64|D93;;;;;;;;;;;;;;;
Alffonso Ferrándiz;Alffonso Ferrándiz (P163 in AMSPO FSV);AMSPO-P163;Q16;AMSPO-P163;;;;;;;D81-Alfonso|D47-Alffonso;D47-Ferrándiz|D81-Ferrándiz;;;;;D81P240|D47P236;;;;;;;;;;;;;;;;;;D47|D81;;;;;;;;;;;;;;;
Alffonso Ferrándiz;Alffonso Ferrándiz (P159 in AMSPO FSV);AMSPO-P159;Q16;AMSPO-P159;;;;;;;D73-Alffonso;D73-Ferrándiz;D73-Espeçiero;;;;;;;;;;;;;;;;;;;;;;D73;;;;;;;;;;;;;;;
Alffonso Ferrándiz;Alffonso Ferrándiz (P155 in AMSPO FSV);AMSPO-P155;Q16;AMSPO-P155;;;;;;;D85-Alffonso|D87-Alffonso;D87-Ferrándiz|D85-Ferrándiz;;;;;;;;;;;;;;;;;;;;;;;D85|D87;;;;;;;;;;;;;;;
Alffonso Ferrándiz de Veyga;Alffonso Ferrándiz de Veyga (P162 in AMSPO FSV);AMSPO-P162;Q16;AMSPO-P162;;;;;;;D76-Alffonso;D76-Ferrándiz de Veyga;;;;;;;;;;;;;;;;;;;;;;;D76;;;;;;;;;;;;;;;
Alffonso Ferrándiz de Váscones;Alffonso Ferrándiz de Váscones (D45PB1 in AMSPO FSV);AMSPO-D45PB1;Q16;AMSPO-D45PB1;;;;;;;D45-Alffonso;D45-Ferrándiz de Váscones;;;;;;;;;;;;;;;;;;;;;;;D45;;;;;;;;;;;;;;;
Alffonso Garçía de Ferreros;Alffonso Garçía de Ferreros (P263 in AMSPO FSV);AMSPO-P263;Q16;AMSPO-P263;;;;;;;D73-Alffonso;D73-Garçía de Ferreros;;;;;;;;;;;;;;;;;;;;;;;D73;;;;;;;;;;;;;;;
Alffonso Gutiérriz;Alffonso Gutiérriz (P324 in AMSPO FSV);AMSPO-P324;Q16;AMSPO-P324;;;;;;;D17-Alffonso;D17-Gutiérriz;;;D17-Labares;;D17P35;;D17P721;D17P327;;;;;;;;;;;;;;;D17;;;;;;;;;;;;;;;
Alffonso Martínez de Avana;Alffonso Martínez de Avana (P367 in AMSPO FSV);AMSPO-P367;Q16;AMSPO-P367;;;;;;;D10-Alffonso;D10-Martínez de Avana;;;;;;;;;;;;;;;;;;;;;;;D10;;;;;;;;;;;;;;;
Alffonso Martíniz;Alffonso Martíniz (P368 in AMSPO FSV);AMSPO-P368;Q16;AMSPO-P368;;;;;;;D1-Alffonso;D1-Martíniz;;;;;;;;;;;;;;;;D1P435;;;;;;;D1;;;;;;;;;;;;;;;
Alffonso Martíniz de Anduerga;Alffonso Martíniz de Anduerga (P371 in AMSPO FSV);AMSPO-P371;Q16;AMSPO-P371;;;;;;;D110-Alffonso;D110-Martíniz de Anduerga;;;;;;;;;;;;;;;;;;;;;;;D110;;;;;;;;;;;;;;;
Alffonso Menéndiz;Alffonso Menéndiz (P414 in AMSPO FSV);AMSPO-P414;Q16;AMSPO-P414;;;;;;;D127-Alffonso;D127-Menéndiz;;D127P110;D127-Vega_de_Rodrigo_Abril;;D127P226;;;;;;;;;;;;;;;;;;D127;;;;;;;;;;;;;;;
Alffonso Nicolás;Alffonso Nicolás (P428 in AMSPO FSV);AMSPO-P428;Q16;AMSPO-P428;;;;;;;D83-Alffonso|D78-Alffonso;D78-Nicolás|D83-Nicolás;;;D83-Vega_de_María_Mansa|D78-Borondes;D83P62|D78P62;;;;;;;;;;;;;;;;;;;D78|D83;;;;;;;;;;;;;;;
Alffonso Nicolás;Alffonso Nicolás (P427 in AMSPO FSV);AMSPO-P427;Q16;AMSPO-P427;;;;;;;D4-Alffonso;D4-Nicolás;D4-Mercador;;;;;;;;;;;;;;;;;;;;;;D4;;;;;;;;;;;;;;;
Alffonso Peláez de Bateado;Alffonso Peláez de Bateado (P446 in AMSPO FSV);AMSPO-P446;Q16;AMSPO-P446;;;;;;;D18-Alffonso;D18-Peláez de Bateado;;;;;;;;;;;;;;;;;;;;;;;D18;;;;;;;;;;;;;;;
Alffonso Peláiz;Alffonso Peláiz (P444 in AMSPO FSV);AMSPO-P444;Q16;AMSPO-P444;;;;;;;D37-Alfonso|D60-Alfonso|D38-Alffonso|D59-Alffonso;D37-Peláiz|D60-Peláiz|D59-Peláiz|D38-Peláiz;D38-Cavallero|D37-Cavallero;;;D37P80|D38P80;;;;;;;;;;;;;;;;;;;D37|D38|D59|D60;;;;;;;;;;;;;;;
Alffonso Peláiz;Alffonso Peláiz (P445 in AMSPO FSV);AMSPO-P445;Q16;AMSPO-P445;;;;;;;D77-Alfonso|D68-Alfonso|D83-Alffonso|D85-Alffonso;D85-Peláiz|D83-Peláiz|D77-Peláiz de y de Borondes|D68-Peláiz;;;;;;;;;;;;;;;;;;;;;;;D68|D77|D83|D85;;;;;;;;;;;;;;;
Alffonso Peláiz;Alffonso Peláiz (P443 in AMSPO FSV);AMSPO-P443;Q16;AMSPO-P443;;;;;;;D6-Alffonso;D6-Peláiz;D6-Correero;;;;;;;;;;;;;;;;;;;;;;D6;;;;;;;;;;;;;;;
Alffonso Pérez;Alffonso Pérez (P462 in AMSPO FSV);AMSPO-P462;Q16;AMSPO-P462;;;;;;;D54-Alffonso;D54-Pérez;D54-Frade de Sancto Tisso;;;;;;;;;;;;;;;;;;;;;;D54;;;;;;;;;;;;;;;
Alffonso Pérez;Alffonso Pérez (P467 in AMSPO FSV);AMSPO-P467;Q16;AMSPO-P467;;;;;;;D6-Alffonso;D6-Pérez;D6-Oriz;;;;;;;;;;;;;;;;;;;;;;D6;;;;;;;;;;;;;;;
Alffonso Pérez;Alffonso Pérez (P487 in AMSPO FSV);AMSPO-P487;Q16;AMSPO-P487;;;;;;;D10-Alffonso;D10-Pérez;;D10P326;;;;;;;;;;;;;;;;;;;;;D10;;;;;;;;;;;;;;;
Alffonso Pérez;Alffonso Pérez (P478 in AMSPO FSV);AMSPO-P478;Q16;AMSPO-P478;;;;;;;D115-Alffonso;D115-Pérez;;;;D115P84;;;;;;;;;;;;;;;;;;;D115;;;;;;;;;;;;;;D115Death_2;
Alffonso Pérez;Alffonso Pérez (P472 in AMSPO FSV);AMSPO-P472;Q16;AMSPO-P472;;;;;;;D42-Alffonso;D42-Pérez;D42-Çapatero;;;;;;;;;;;;;;;;;;;;;;D42;;;;;;;;;;;;;;;
Alffonso Pérez;Alffonso Pérez (P475 in AMSPO FSV);AMSPO-P475;Q16;AMSPO-P475;;;;;;;D120-Alfonso|D25-Alffonso;D120-Pérez|D25-Pérez;;;;;;;;;;;;;;;;;;;;;;;D120|D25;;;;;;;;;;;;;;;
Alffonso Pérez;Alffonso Pérez (P476 in AMSPO FSV);AMSPO-P476;Q16;AMSPO-P476;;;;;;;D79-Alffonso;D79-Pérez;;;;;D79PB1;;;;;;;;;;;;;;;;;;D79;;;;;;;;;;;;;;;
Alffonso Pérez de Berzió;Alffonso Pérez de Berzió (P486 in AMSPO FSV);AMSPO-P486;Q16;AMSPO-P486;;;;;;;D35-Alfonso|D43-Alfonso|D122-Alffonso;D43-Pérez de Berzió|D35-Pérez de Bercio|D122-Pérez de Berzió;;;;D35P30|D43P87|D35P3;;;;;;;;;;;;;;;;;;;D122|D35|D43;;;;;;;;;;;;;;D43Death_3|D35Death_3;
Alffonso Pérez de Luarca;Alffonso Pérez de Luarca (D79PB1 in AMSPO FSV);AMSPO-D79PB1;Q16;AMSPO-D79PB1;;;;;;;D79-Alffonso;D79-Pérez de Luarca;;;;D79P476;;;;;;;;;;;;;;;;;;;D79;;;;;;;;;;;;;;;
